,municipio,unnamed: 0,ph,n,mo,k,ca,mg,na,al,cic,p,fe,mn,zn,cu,s,b,ar,l,a,clasificacion,Rangos ph,Rangos n,Rangos mo,Rangos k,Rangos ca,Rangos mg,Rangos na,Rangos al,Rangos cic,Rangos p,Rangos fe,Rangos mn,Rangos zn,Rangos cu,Rangos s,Rangos b,Rangos ar,Rangos l,Rangos a,muestras
38,CONCORDIA,12748.0,4.7,0.74,23.8,0.36,0.8300000000000001,0.42,0.03,2.7,40.0,11.0,166.0,36.0,6.9,2.7,5.0,0.17,30.0,32.0,37.0,1.0,"(4.499, 5.0]  1    (5.0, 5.5]   0    (5.5, 6.0]   0","Series([], )","Series([], )","(0.199, 0.4]  1    (0.4, 0.6]   0    (0.6, 0.8]   0","Series([], )","Series([], )","(0.019, 0.04]  1    (0.04, 0.06]   0    (0.06, 0.08]   0","Series([], )","Series([], )","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   0","(19.999, 40.0]  1    (40.0, 60.0]   0    (60.0, 80.0]   0","(2.999, 6.0]  0    (6.0, 9.0]   1    (9.0, 12.0]   0","Series([], )","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.149, 0.3]  1    (0.3, 0.45]   0    (0.45, 0.6]   0","Series([], )","(19.999, 25.0]  0    (25.0, 30.0]   0    (30.0, 35.0]   1","(29.999, 40.0]  1    (40.0, 50.0]   0    (50.0, 60.0]   0",1
39,CUNDAY,24602.0,4.6,0.17,3.6,0.11,0.67,0.23,0.02,1.2,9.0,7.0,156.0,1.0,0.6000000000000001,0.2,13.0,0.2,29.0,14.0,57.0,4.0,"(4.499, 5.0]  1    (5.0, 5.5]   0    (5.5, 6.0]   0","Series([], )","Series([], )","Series([], )","Series([], )","Series([], )","(0.019, 0.04]  1    (0.04, 0.06]   0    (0.06, 0.08]   0","(0.399, 0.8]  0    (0.8, 1.2]   1    (1.2, 1.6]   0","Series([], )","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   0","Series([], )","Series([], )","Series([], )","(4.999, 10.0]  0    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.149, 0.3]  1    (0.3, 0.45]   0    (0.45, 0.6]   0","Series([], )","Series([], )","(29.999, 40.0]  0    (40.0, 50.0]   0    (50.0, 60.0]   1",1
40,CÓRDOBA,1465.0,5.6,0.46,11.8,0.15,0.61,0.19,0.05,0.2,24.0,2.0,296.0,11.0,4.0,3.3,0.7000000000000001,0.24,16.0,31.0,53.0,2.0,"(4.499, 5.0]  0    (5.0, 5.5]   1    (5.5, 6.0]   3","(0.199, 0.3]  4    (0.3, 0.4]   0    (0.4, 0.5]   1","(4.999, 10.0]  3    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.199, 0.4]  0    (0.4, 0.6]   2    (0.6, 0.8]   2","Series([], )","Series([], )","(0.019, 0.04]  0    (0.04, 0.06]   1    (0.06, 0.08]   0","Series([], )","(9.999, 15.0]  0    (15.0, 20.0]   0    (20.0, 25.0]   2","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  1    (140.0, 210.0]   1    (210.0, 280.0]   2","Series([], )","(2.999, 6.0]  3    (6.0, 9.0]   0    (9.0, 12.0]   1","(2.999, 6.0]  5    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   1","(0.149, 0.3]  1    (0.3, 0.45]   0    (0.45, 0.6]   3","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","(19.999, 25.0]  1    (25.0, 30.0]   1    (30.0, 35.0]   2","(29.999, 40.0]  0    (40.0, 50.0]   0    (50.0, 60.0]   1",1
41,DAGUA,7409.0,4.8,0.24,5.4,0.16,2.19,0.96,0.03,1.0,20.0,2.0,157.0,6.0,2.2,3.6,5.7,0.11,71.0,12.0,17.0,3.0,"(4.499, 5.0]  1    (5.0, 5.5]   0    (5.5, 6.0]   0","(0.199, 0.3]  1    (0.3, 0.4]   0    (0.4, 0.5]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","Series([], )","(1.499, 3.0]  1    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  1    (0.04, 0.06]   0    (0.06, 0.08]   0","(0.399, 0.8]  0    (0.8, 1.2]   1    (1.2, 1.6]   0","(9.999, 15.0]  0    (15.0, 20.0]   1    (20.0, 25.0]   0","Series([], )","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   0","Series([], )","Series([], )","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","Series([], )","Series([], )","Series([], )","Series([], )",1
42,DOSQUEBRADAS,19057.0,5.5200000000000005,0.46799999999999997,12.08,0.21399999999999997,1.654,0.434,0.044,0.36,26.6,3.8,325.0,17.8,6.6800000000000015,8.36,5.54,0.304,22.4,29.6,47.8,4.2,"(4.499, 5.0]  0    (5.0, 5.5]   3    (5.5, 6.0]   2","(0.199, 0.3]  0    (0.3, 0.4]   0    (0.4, 0.5]   3","(4.999, 10.0]  0    (10.0, 15.0]   5    (15.0, 20.0]   0","(0.199, 0.4]  3    (0.4, 0.6]   0    (0.6, 0.8]   0","(1.499, 3.0]  2    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  3    (0.04, 0.06]   2    (0.06, 0.08]   0","(0.399, 0.8]  3    (0.8, 1.2]   0    (1.2, 1.6]   0","(9.999, 15.0]  0    (15.0, 20.0]   1    (20.0, 25.0]   0","Series([], )","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   0","(19.999, 40.0]  3    (40.0, 60.0]   0    (60.0, 80.0]   0","(2.999, 6.0]  3    (6.0, 9.0]   1    (9.0, 12.0]   1","(2.999, 6.0]  1    (6.0, 9.0]   3    (9.0, 12.0]   0","(4.999, 10.0]  3    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.149, 0.3]  3    (0.3, 0.45]   1    (0.45, 0.6]   1","(6.999, 14.0]  0    (14.0, 21.0]   2    (21.0, 28.0]   3","(19.999, 25.0]  0    (25.0, 30.0]   4    (30.0, 35.0]   0","(29.999, 40.0]  0    (40.0, 50.0]   4    (50.0, 60.0]   1",1
43,EL DOVIO,16635.5,5.85,0.295,7.0,0.6749999999999999,7.199999999999999,2.235,0.08,0.1,21.0,7.0,233.5,35.0,4.6,4.449999999999999,5.4,0.26,30.0,27.0,43.0,3.0,"(4.499, 5.0]  0    (5.0, 5.5]   0    (5.5, 6.0]   2","(0.199, 0.3]  0    (0.3, 0.4]   0    (0.4, 0.5]   1","(4.999, 10.0]  0    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.199, 0.4]  1    (0.4, 0.6]   0    (0.6, 0.8]   0","(1.499, 3.0]  0    (3.0, 5.0]   0    (5.0, 6.0]   1","(0.599, 1.2]  0    (1.2, 1.8]   1    (1.8, 2.4]   0","(0.019, 0.04]  0    (0.04, 0.06]   1    (0.06, 0.08]   0","Series([], )","(9.999, 15.0]  1    (15.0, 20.0]   0    (20.0, 25.0]   0","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   1","(19.999, 40.0]  1    (40.0, 60.0]   1    (60.0, 80.0]   0","(2.999, 6.0]  2    (6.0, 9.0]   0    (9.0, 12.0]   0","(2.999, 6.0]  2    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.149, 0.3]  1    (0.3, 0.45]   1    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   0    (21.0, 28.0]   1","(19.999, 25.0]  1    (25.0, 30.0]   1    (30.0, 35.0]   0","(29.999, 40.0]  1    (40.0, 50.0]   1    (50.0, 60.0]   0",5
44,EL ROSAL,5772.0,5.2,0.77,25.7,0.5,1.74,0.8,0.05,1.9,35.0,10.0,278.0,21.0,2.9,2.4,3.6,0.43,32.0,32.0,35.0,1.0,"(4.499, 5.0]  0    (5.0, 5.5]   1    (5.5, 6.0]   0","Series([], )","Series([], )","(0.199, 0.4]  0    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  0    (0.04, 0.06]   1    (0.06, 0.08]   0","Series([], )","Series([], )","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   0    (210.0, 280.0]   1","(19.999, 40.0]  1    (40.0, 60.0]   0    (60.0, 80.0]   0","Series([], )","Series([], )","Series([], )","(0.149, 0.3]  0    (0.3, 0.45]   1    (0.45, 0.6]   0","Series([], )","(19.999, 25.0]  0    (25.0, 30.0]   0    (30.0, 35.0]   1","(29.999, 40.0]  1    (40.0, 50.0]   0    (50.0, 60.0]   0",2
45,EL ÁGUILA,26678.5,5.449999999999999,0.41000000000000003,10.6,0.33,6.405,1.54,0.04,0.25,30.0,7.5,253.0,73.0,8.45,8.05,7.3,0.455,29.5,33.0,37.5,3.0,"(4.499, 5.0]  0    (5.0, 5.5]   1    (5.5, 6.0]   1","(0.199, 0.3]  1    (0.3, 0.4]   0    (0.4, 0.5]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   1","(0.199, 0.4]  0    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  1    (0.04, 0.06]   1    (0.06, 0.08]   0","(0.399, 0.8]  1    (0.8, 1.2]   0    (1.2, 1.6]   0","(9.999, 15.0]  0    (15.0, 20.0]   0    (20.0, 25.0]   1","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   0","(19.999, 40.0]  1    (40.0, 60.0]   0    (60.0, 80.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   1","(2.999, 6.0]  0    (6.0, 9.0]   1    (9.0, 12.0]   1","(4.999, 10.0]  0    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.149, 0.3]  1    (0.3, 0.45]   0    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","(19.999, 25.0]  0    (25.0, 30.0]   1    (30.0, 35.0]   0","(29.999, 40.0]  1    (40.0, 50.0]   1    (50.0, 60.0]   0",1
46,ELÍAS,1395.0,5.1,0.15,3.1,0.16,2.31,0.92,0.02,0.2,6.0,20.0,404.0,79.0,1.4,1.3,1.9,0.18,12.0,15.0,73.0,2.0,"(4.499, 5.0]  0    (5.0, 5.5]   1    (5.5, 6.0]   0","Series([], )","Series([], )","Series([], )","(1.499, 3.0]  1    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  1    (0.04, 0.06]   0    (0.06, 0.08]   0","Series([], )","Series([], )","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","Series([], )","(19.999, 40.0]  0    (40.0, 60.0]   0    (60.0, 80.0]   1","Series([], )","Series([], )","Series([], )","(0.149, 0.3]  1    (0.3, 0.45]   0    (0.45, 0.6]   0","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","Series([], )","Series([], )",2
47,ESPINAL,4803.0,5.6,0.22,4.8,0.07,2.35,1.13,0.05,0.3,10.0,4.0,193.0,13.0,0.7000000000000001,4.0,0.3,0.13,40.0,26.0,34.0,3.0,"(4.499, 5.0]  0    (5.0, 5.5]   0    (5.5, 6.0]   1","(0.199, 0.3]  1    (0.3, 0.4]   0    (0.4, 0.5]   0","Series([], )","Series([], )","(1.499, 3.0]  1    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  0    (0.04, 0.06]   1    (0.06, 0.08]   0","Series([], )","(9.999, 15.0]  1    (15.0, 20.0]   0    (20.0, 25.0]   0","Series([], )","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   0","Series([], )","Series([], )","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","Series([], )","Series([], )","Series([], )","(19.999, 25.0]  0    (25.0, 30.0]   1    (30.0, 35.0]   0","(29.999, 40.0]  1    (40.0, 50.0]   0    (50.0, 60.0]   0",1
48,FILADELFIA,34300.53846153846,5.56923076923077,0.28076923076923077,6.607692307692307,0.24000000000000002,5.105384615384614,2.6453846153846152,0.1053846153846154,0.2153846153846154,20.615384615384617,10.692307692307692,274.53846153846155,56.30769230769231,4.461538461538461,4.5,10.330769230769231,0.3269230769230769,21.0,34.46153846153846,44.46153846153846,4.538461538461538,"(4.499, 5.0]  2    (5.0, 5.5]   5    (5.5, 6.0]   4","(0.199, 0.3]  3    (0.3, 0.4]   4    (0.4, 0.5]   2","(4.999, 10.0]  6    (10.0, 15.0]   2    (15.0, 20.0]   0","(0.199, 0.4]  5    (0.4, 0.6]   2    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   6    (5.0, 6.0]   2","(0.599, 1.2]  2    (1.2, 1.8]   3    (1.8, 2.4]   1","(0.019, 0.04]  4    (0.04, 0.06]   3    (0.06, 0.08]   2","(0.399, 0.8]  1    (0.8, 1.2]   1    (1.2, 1.6]   0","(9.999, 15.0]  3    (15.0, 20.0]   6    (20.0, 25.0]   1","(6.999, 14.0]  9    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  1    (140.0, 210.0]   3    (210.0, 280.0]   3","(19.999, 40.0]  3    (40.0, 60.0]   4    (60.0, 80.0]   3","(2.999, 6.0]  7    (6.0, 9.0]   1    (9.0, 12.0]   0","(2.999, 6.0]  5    (6.0, 9.0]   3    (9.0, 12.0]   1","(4.999, 10.0]  5    (10.0, 15.0]   3    (15.0, 20.0]   1","(0.149, 0.3]  6    (0.3, 0.45]   3    (0.45, 0.6]   3","(6.999, 14.0]  2    (14.0, 21.0]   5    (21.0, 28.0]   5","(19.999, 25.0]  2    (25.0, 30.0]   3    (30.0, 35.0]   2","(29.999, 40.0]  5    (40.0, 50.0]   6    (50.0, 60.0]   2",1
49,FILANDIA,14895.625,5.15,0.384375,9.60625,0.21125000000000005,1.5812499999999998,0.401875,0.04625000000000001,0.6375000000000001,20.4375,7.8125,259.0,15.3125,5.762500000000001,5.73125,7.93125,0.333125,24.625,27.1875,48.1875,3.6875,"(4.499, 5.0]  8    (5.0, 5.5]   5    (5.5, 6.0]   3","(0.199, 0.3]  2    (0.3, 0.4]   4    (0.4, 0.5]   5","(4.999, 10.0]  5    (10.0, 15.0]   7    (15.0, 20.0]   1","(0.199, 0.4]  6    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  6    (3.0, 5.0]   2    (5.0, 6.0]   0","(0.599, 1.2]  4    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  8    (0.04, 0.06]   4    (0.06, 0.08]   4","(0.399, 0.8]  5    (0.8, 1.2]   3    (1.2, 1.6]   0","(9.999, 15.0]  2    (15.0, 20.0]   7    (20.0, 25.0]   5","(6.999, 14.0]  10    (14.0, 21.0]   1    (21.0, 28.0]   0","(69.999, 140.0]  2    (140.0, 210.0]   4    (210.0, 280.0]   2","(19.999, 40.0]  2    (40.0, 60.0]   1    (60.0, 80.0]   0","(2.999, 6.0]  6    (6.0, 9.0]   4    (9.0, 12.0]   1","(2.999, 6.0]  8    (6.0, 9.0]   4    (9.0, 12.0]   1","(4.999, 10.0]  3    (10.0, 15.0]   5    (15.0, 20.0]   1","(0.149, 0.3]  8    (0.3, 0.45]   4    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   8    (21.0, 28.0]   4","(19.999, 25.0]   5    (25.0, 30.0]   10    (30.0, 35.0]    0","(29.999, 40.0]  1    (40.0, 50.0]   8    (50.0, 60.0]   7",13
50,FLANDES,3580.1428571428573,5.242857142857143,0.5114285714285715,13.642857142857142,0.22714285714285715,2.1514285714285717,0.5528571428571429,0.031428571428571424,0.49999999999999994,25.714285714285715,5.0,115.14285714285714,15.142857142857142,4.042857142857143,4.042857142857143,6.3571428571428585,0.13428571428571429,18.714285714285715,28.857142857142858,52.42857142857143,4.142857142857143,"(4.499, 5.0]  1    (5.0, 5.5]   6    (5.5, 6.0]   0","(0.199, 0.3]  0    (0.3, 0.4]   0    (0.4, 0.5]   3","(4.999, 10.0]  0    (10.0, 15.0]   5    (15.0, 20.0]   2","(0.199, 0.4]  5    (0.4, 0.6]   0    (0.6, 0.8]   0","(1.499, 3.0]  3    (3.0, 5.0]   2    (5.0, 6.0]   0","(0.599, 1.2]  0    (1.2, 1.8]   1    (1.8, 2.4]   0","(0.019, 0.04]  6    (0.04, 0.06]   1    (0.06, 0.08]   0","(0.399, 0.8]  4    (0.8, 1.2]   1    (1.2, 1.6]   0","(9.999, 15.0]  0    (15.0, 20.0]   1    (20.0, 25.0]   2","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","(69.999, 140.0]  7    (140.0, 210.0]   0    (210.0, 280.0]   0","(19.999, 40.0]  2    (40.0, 60.0]   0    (60.0, 80.0]   0","(2.999, 6.0]  6    (6.0, 9.0]   0    (9.0, 12.0]   0","(2.999, 6.0]  2    (6.0, 9.0]   2    (9.0, 12.0]   0","(4.999, 10.0]  3    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.149, 0.3]  3    (0.3, 0.45]   0    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   6    (21.0, 28.0]   1","(19.999, 25.0]  1    (25.0, 30.0]   4    (30.0, 35.0]   2","(29.999, 40.0]  0    (40.0, 50.0]   1    (50.0, 60.0]   6",16
51,FREDONIA,9420.0,5.4,0.26,5.9,0.36,15.91,9.45,0.11,0.1,18.0,6.0,254.0,48.0,4.6,7.7,0.1,0.15,57.0,24.0,18.0,3.0,"(4.499, 5.0]  0    (5.0, 5.5]   1    (5.5, 6.0]   0","(0.199, 0.3]  1    (0.3, 0.4]   0    (0.4, 0.5]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.199, 0.4]  1    (0.4, 0.6]   0    (0.6, 0.8]   0","Series([], )","Series([], )","Series([], )","Series([], )","(9.999, 15.0]  0    (15.0, 20.0]   1    (20.0, 25.0]   0","Series([], )","(69.999, 140.0]  0    (140.0, 210.0]   0    (210.0, 280.0]   1","(19.999, 40.0]  0    (40.0, 60.0]   1    (60.0, 80.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","(2.999, 6.0]  0    (6.0, 9.0]   1    (9.0, 12.0]   0","Series([], )","(0.149, 0.3]  1    (0.3, 0.45]   0    (0.45, 0.6]   0","Series([], )","(19.999, 25.0]  1    (25.0, 30.0]   0    (30.0, 35.0]   0","Series([], )",7
52,FRESNO,26111.85,5.194999999999999,0.43599999999999994,11.13,0.219,1.8199999999999998,0.42350000000000004,0.019500000000000007,0.4750000000000001,25.3,7.65,121.4,14.6,5.15,3.1849999999999996,10.99,0.23249999999999998,19.5,30.55,49.75,4.05,"(4.499, 5.0]   6    (5.0, 5.5]   12    (5.5, 6.0]    2","(0.199, 0.3]  0    (0.3, 0.4]   9    (0.4, 0.5]   6","(4.999, 10.0]   9    (10.0, 15.0]   10    (15.0, 20.0]   1","(0.199, 0.4]  7    (0.4, 0.6]   2    (0.6, 0.8]   0","(1.499, 3.0]  7    (3.0, 5.0]   4    (5.0, 6.0]   0","(0.599, 1.2]  6    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  14    (0.04, 0.06]   0    (0.06, 0.08]   0","(0.399, 0.8]  11    (0.8, 1.2]    0    (1.2, 1.6]    1","(9.999, 15.0]  0    (15.0, 20.0]   4    (20.0, 25.0]   4","(6.999, 14.0]  5    (14.0, 21.0]   1    (21.0, 28.0]   0","(69.999, 140.0]  12    (140.0, 210.0]   6    (210.0, 280.0]   0","(19.999, 40.0]  5    (40.0, 60.0]   0    (60.0, 80.0]   0","(2.999, 6.0]  7    (6.0, 9.0]   2    (9.0, 12.0]   1","(2.999, 6.0]  8    (6.0, 9.0]   2    (9.0, 12.0]   0","(4.999, 10.0]  4    (10.0, 15.0]   7    (15.0, 20.0]   2","(0.149, 0.3]  9    (0.3, 0.45]   4    (0.45, 0.6]   0","(6.999, 14.0]   1    (14.0, 21.0]   14    (21.0, 28.0]   4","(19.999, 25.0]  2    (25.0, 30.0]   7    (30.0, 35.0]   9","(29.999, 40.0]   0    (40.0, 50.0]   11    (50.0, 60.0]    9",1
53,FUSAGASUGÁ,10287.5,6.15,0.305,7.1,0.535,7.984999999999999,2.4299999999999997,0.07500000000000001,0.1,18.0,43.5,295.0,23.5,6.9,4.199999999999999,6.8,0.345,31.0,22.5,46.0,2.5,"(4.499, 5.0]  0    (5.0, 5.5]   0    (5.5, 6.0]   1","(0.199, 0.3]  1    (0.3, 0.4]   1    (0.4, 0.5]   0","(4.999, 10.0]  2    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.199, 0.4]  1    (0.4, 0.6]   0    (0.6, 0.8]   1","Series([], )","(0.599, 1.2]  0    (1.2, 1.8]   1    (1.8, 2.4]   0","(0.019, 0.04]  0    (0.04, 0.06]   1    (0.06, 0.08]   0","Series([], )","(9.999, 15.0]  1    (15.0, 20.0]   0    (20.0, 25.0]   1","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","Series([], )","(19.999, 40.0]  2    (40.0, 60.0]   0    (60.0, 80.0]   0","(2.999, 6.0]  0    (6.0, 9.0]   2    (9.0, 12.0]   0","(2.999, 6.0]  2    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  0    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.149, 0.3]  1    (0.3, 0.45]   1    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   0    (21.0, 28.0]   1","(19.999, 25.0]  2    (25.0, 30.0]   0    (30.0, 35.0]   0","(29.999, 40.0]  1    (40.0, 50.0]   0    (50.0, 60.0]   1",20
54,GACHETÁ,3922.5,5.0,0.25,5.6,0.15000000000000002,5.765,0.625,0.12,1.05,13.0,5.0,403.0,82.5,2.65,5.15,0.85,0.145,45.0,38.0,17.0,3.0,"(4.499, 5.0]  2    (5.0, 5.5]   0    (5.5, 6.0]   0","(0.199, 0.3]  2    (0.3, 0.4]   0    (0.4, 0.5]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","Series([], )","(1.499, 3.0]  0    (3.0, 5.0]   0    (5.0, 6.0]   1","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","Series([], )","(0.399, 0.8]  1    (0.8, 1.2]   0    (1.2, 1.6]   1","(9.999, 15.0]  2    (15.0, 20.0]   0    (20.0, 25.0]   0","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","Series([], )","(19.999, 40.0]  0    (40.0, 60.0]   0    (60.0, 80.0]   1","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","(2.999, 6.0]  2    (6.0, 9.0]   0    (9.0, 12.0]   0","Series([], )","(0.149, 0.3]  1    (0.3, 0.45]   0    (0.45, 0.6]   0","Series([], )","(19.999, 25.0]  0    (25.0, 30.0]   0    (30.0, 35.0]   1","Series([], )",2
55,GARZÓN,32798.4,4.62,0.18,3.8599999999999994,0.16999999999999998,2.29,1.278,0.05,1.16,10.6,12.6,316.2,28.0,1.3,2.08,5.76,0.44000000000000006,22.8,20.0,57.0,2.2,"(4.499, 5.0]  2    (5.0, 5.5]   5    (5.5, 6.0]   0","(0.199, 0.3]  5    (0.3, 0.4]   0    (0.4, 0.5]   0","(4.999, 10.0]  2    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.199, 0.4]  6    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  2    (3.0, 5.0]   3    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   1","(0.019, 0.04]  2    (0.04, 0.06]   1    (0.06, 0.08]   1","(0.399, 0.8]  5    (0.8, 1.2]   2    (1.2, 1.6]   1","(9.999, 15.0]  5    (15.0, 20.0]   1    (20.0, 25.0]   0","(6.999, 14.0]  3    (14.0, 21.0]   3    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   4","(19.999, 40.0]  5    (40.0, 60.0]   1    (60.0, 80.0]   0","(2.999, 6.0]  3    (6.0, 9.0]   1    (9.0, 12.0]   0","(2.999, 6.0]  3    (6.0, 9.0]   1    (9.0, 12.0]   0","(4.999, 10.0]  3    (10.0, 15.0]   1    (15.0, 20.0]   1","(0.149, 0.3]  3    (0.3, 0.45]   1    (0.45, 0.6]   3","(6.999, 14.0]  1    (14.0, 21.0]   5    (21.0, 28.0]   2","(19.999, 25.0]  5    (25.0, 30.0]   0    (30.0, 35.0]   0","(29.999, 40.0]  1    (40.0, 50.0]   0    (50.0, 60.0]   5",2
56,GIGANTE,46927.0,4.8,0.29,6.7,0.43,1.13,0.49,0.01,1.1,10.0,43.0,244.0,22.0,2.6,1.0,5.4,0.44,13.0,18.0,69.0,2.0,"(4.499, 5.0]  1    (5.0, 5.5]   0    (5.5, 6.0]   0","(0.199, 0.3]  1    (0.3, 0.4]   0    (0.4, 0.5]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.199, 0.4]  0    (0.4, 0.6]   1    (0.6, 0.8]   0","Series([], )","Series([], )","Series([], )","(0.399, 0.8]  0    (0.8, 1.2]   1    (1.2, 1.6]   0","(9.999, 15.0]  1    (15.0, 20.0]   0    (20.0, 25.0]   0","Series([], )","(69.999, 140.0]  0    (140.0, 210.0]   0    (210.0, 280.0]   1","(19.999, 40.0]  1    (40.0, 60.0]   0    (60.0, 80.0]   0","Series([], )","Series([], )","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.149, 0.3]  0    (0.3, 0.45]   1    (0.45, 0.6]   0","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","Series([], )","Series([], )",5
