,municipio,unnamed: 0,ph,n,mo,k,ca,mg,na,al,cic,p,fe,mn,zn,cu,s,b,ar,l,a,clasificacion,Rangos ph,Rangos n,Rangos mo,Rangos k,Rangos ca,Rangos mg,Rangos na,Rangos al,Rangos cic,Rangos p,Rangos fe,Rangos mn,Rangos zn,Rangos cu,Rangos s,Rangos b,Rangos ar,Rangos l,Rangos a,muestras
84,MARSELLA,26039.272727272728,5.377272727272726,0.32090909090909087,7.8,0.25045454545454543,3.680454545454546,1.3081818181818181,0.0581818181818182,0.3499999999999999,21.727272727272727,8.5,256.3636363636364,43.95454545454545,5.481818181818181,4.9409090909090905,9.209090909090909,0.305,28.318181818181817,25.181818181818183,46.45454545454545,2.772727272727273,"(4.499, 5.0]   3    (5.0, 5.5]   10    (5.5, 6.0]    8","(0.199, 0.3]  7    (0.3, 0.4]   6    (0.4, 0.5]   4","(4.999, 10.0]  10    (10.0, 15.0]   4    (15.0, 20.0]   1","(0.199, 0.4]  12    (0.4, 0.6]    1    (0.6, 0.8]    1","(1.499, 3.0]  5    (3.0, 5.0]   9    (5.0, 6.0]   2","(0.599, 1.2]  6    (1.2, 1.8]   4    (1.8, 2.4]   7","(0.019, 0.04]  9    (0.04, 0.06]   5    (0.06, 0.08]   3","(0.399, 0.8]  6    (0.8, 1.2]   2    (1.2, 1.6]   0","(9.999, 15.0]   1    (15.0, 20.0]   10    (20.0, 25.0]   6","(6.999, 14.0]  12    (14.0, 21.0]   1    (21.0, 28.0]   1","(69.999, 140.0]  1    (140.0, 210.0]   6    (210.0, 280.0]   7","(19.999, 40.0]  7    (40.0, 60.0]   4    (60.0, 80.0]   0","(2.999, 6.0]  11    (6.0, 9.0]    5    (9.0, 12.0]   1","(2.999, 6.0]  8    (6.0, 9.0]   3    (9.0, 12.0]   1","(4.999, 10.0]  8    (10.0, 15.0]   5    (15.0, 20.0]   2","(0.149, 0.3]   8    (0.3, 0.45]   10    (0.45, 0.6]   2","(6.999, 14.0]  0    (14.0, 21.0]   6    (21.0, 28.0]   6","(19.999, 25.0]  12    (25.0, 30.0]    7    (30.0, 35.0]    2","(29.999, 40.0]   4    (40.0, 50.0]   13    (50.0, 60.0]    4",19
85,MEDELLÍN,45307.57142857143,5.0,0.6642857142857143,19.928571428571427,0.55,4.5528571428571425,1.1985714285714286,0.04,1.2714285714285716,41.285714285714285,17.142857142857142,188.14285714285714,28.428571428571427,7.242857142857143,3.3714285714285714,12.157142857142857,0.41000000000000003,28.857142857142858,32.42857142857143,38.285714285714285,2.7142857142857144,"(4.499, 5.0]  4    (5.0, 5.5]   3    (5.5, 6.0]   0","Series([], )","(4.999, 10.0]  0    (10.0, 15.0]   0    (15.0, 20.0]   3","(0.199, 0.4]  4    (0.4, 0.6]   0    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  0    (1.2, 1.8]   0    (1.8, 2.4]   1","(0.019, 0.04]  4    (0.04, 0.06]   2    (0.06, 0.08]   0","Series([], )","Series([], )","(6.999, 14.0]  4    (14.0, 21.0]   1    (21.0, 28.0]   2","(69.999, 140.0]  0    (140.0, 210.0]   7    (210.0, 280.0]   0","(19.999, 40.0]  2    (40.0, 60.0]   3    (60.0, 80.0]   0","(2.999, 6.0]  4    (6.0, 9.0]   0    (9.0, 12.0]   3","(2.999, 6.0]  3    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  3    (10.0, 15.0]   3    (15.0, 20.0]   0","(0.149, 0.3]  4    (0.3, 0.45]   0    (0.45, 0.6]   1","(6.999, 14.0]  0    (14.0, 21.0]   0    (21.0, 28.0]   3","(19.999, 25.0]  0    (25.0, 30.0]   4    (30.0, 35.0]   0","(29.999, 40.0]  5    (40.0, 50.0]   2    (50.0, 60.0]   0",22
86,MIRAFLORES,48874.0,5.2,0.35,8.5,0.26,11.41,1.13,0.06,0.1,18.0,20.0,240.0,41.0,3.7,5.5,9.5,0.59,43.0,37.0,20.0,3.0,"(4.499, 5.0]  0    (5.0, 5.5]   1    (5.5, 6.0]   0","(0.199, 0.3]  0    (0.3, 0.4]   1    (0.4, 0.5]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.199, 0.4]  1    (0.4, 0.6]   0    (0.6, 0.8]   0","Series([], )","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  0    (0.04, 0.06]   1    (0.06, 0.08]   0","Series([], )","(9.999, 15.0]  0    (15.0, 20.0]   1    (20.0, 25.0]   0","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   0    (210.0, 280.0]   1","(19.999, 40.0]  0    (40.0, 60.0]   1    (60.0, 80.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.149, 0.3]  0    (0.3, 0.45]   0    (0.45, 0.6]   1","Series([], )","Series([], )","Series([], )",7
87,MISTRATÓ,26205.5,5.85,0.42,10.5,0.265,1.395,0.38,0.035,0.2,25.5,3.0,130.5,10.0,1.1,6.1,3.8,0.37,16.0,32.0,52.0,3.5,"(4.499, 5.0]  0    (5.0, 5.5]   0    (5.5, 6.0]   2","(0.199, 0.3]  0    (0.3, 0.4]   0    (0.4, 0.5]   2","(4.999, 10.0]  0    (10.0, 15.0]   2    (15.0, 20.0]   0","(0.199, 0.4]  2    (0.4, 0.6]   0    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   0    (5.0, 6.0]   0","Series([], )","(0.019, 0.04]  1    (0.04, 0.06]   1    (0.06, 0.08]   0","Series([], )","(9.999, 15.0]  0    (15.0, 20.0]   0    (20.0, 25.0]   1","Series([], )","(69.999, 140.0]  2    (140.0, 210.0]   0    (210.0, 280.0]   0","Series([], )","Series([], )","(2.999, 6.0]  1    (6.0, 9.0]   1    (9.0, 12.0]   0","Series([], )","(0.149, 0.3]  1    (0.3, 0.45]   1    (0.45, 0.6]   0","(6.999, 14.0]  1    (14.0, 21.0]   1    (21.0, 28.0]   0","(19.999, 25.0]  0    (25.0, 30.0]   1    (30.0, 35.0]   0","(29.999, 40.0]  0    (40.0, 50.0]   0    (50.0, 60.0]   2",1
88,MONTENEGRO,19124.333333333332,5.25,0.2983333333333333,7.066666666666667,0.25,3.1383333333333336,0.7716666666666666,0.03666666666666667,0.5000000000000001,17.833333333333332,19.833333333333332,255.0,32.5,6.1499999999999995,4.083333333333334,7.366666666666666,0.25166666666666665,22.833333333333332,22.0,55.166666666666664,4.0,"(4.499, 5.0]  1    (5.0, 5.5]   4    (5.5, 6.0]   1","(0.199, 0.3]  0    (0.3, 0.4]   3    (0.4, 0.5]   1","(4.999, 10.0]  3    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.199, 0.4]  2    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   2    (5.0, 6.0]   1","(0.599, 1.2]  0    (1.2, 1.8]   3    (1.8, 2.4]   0","(0.019, 0.04]  5    (0.04, 0.06]   1    (0.06, 0.08]   0","(0.399, 0.8]  1    (0.8, 1.2]   2    (1.2, 1.6]   0","(9.999, 15.0]  2    (15.0, 20.0]   2    (20.0, 25.0]   2","(6.999, 14.0]  3    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  1    (140.0, 210.0]   2    (210.0, 280.0]   0","(19.999, 40.0]  2    (40.0, 60.0]   0    (60.0, 80.0]   0","(2.999, 6.0]  0    (6.0, 9.0]   3    (9.0, 12.0]   1","(2.999, 6.0]  4    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  1    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.149, 0.3]  2    (0.3, 0.45]   1    (0.45, 0.6]   1","(6.999, 14.0]  0    (14.0, 21.0]   4    (21.0, 28.0]   2","(19.999, 25.0]  5    (25.0, 30.0]   0    (30.0, 35.0]   0","(29.999, 40.0]  0    (40.0, 50.0]   0    (50.0, 60.0]   6",2
89,MORALES,32003.125,4.9125000000000005,0.40750000000000003,10.625,0.29500000000000004,4.57125,1.2687499999999998,0.02125,1.3875,25.625,7.125,175.125,18.375,3.9875,3.3625,10.3,0.25625,35.5,29.75,34.625,2.75,"(4.499, 5.0]  3    (5.0, 5.5]   3    (5.5, 6.0]   1","(0.199, 0.3]  3    (0.3, 0.4]   2    (0.4, 0.5]   0","(4.999, 10.0]  5    (10.0, 15.0]   1    (15.0, 20.0]   1","(0.199, 0.4]  4    (0.4, 0.6]   0    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   1    (5.0, 6.0]   0","(0.599, 1.2]  0    (1.2, 1.8]   1    (1.8, 2.4]   1","(0.019, 0.04]  7    (0.04, 0.06]   0    (0.06, 0.08]   0","(0.399, 0.8]  2    (0.8, 1.2]   0    (1.2, 1.6]   1","(9.999, 15.0]  0    (15.0, 20.0]   3    (20.0, 25.0]   2","(6.999, 14.0]  1    (14.0, 21.0]   1    (21.0, 28.0]   0","(69.999, 140.0]  4    (140.0, 210.0]   2    (210.0, 280.0]   1","(19.999, 40.0]  1    (40.0, 60.0]   0    (60.0, 80.0]   1","(2.999, 6.0]  4    (6.0, 9.0]   0    (9.0, 12.0]   1","(2.999, 6.0]  0    (6.0, 9.0]   2    (9.0, 12.0]   0","(4.999, 10.0]  1    (10.0, 15.0]   2    (15.0, 20.0]   1","(0.149, 0.3]  3    (0.3, 0.45]   2    (0.45, 0.6]   1","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   1","(19.999, 25.0]  3    (25.0, 30.0]   1    (30.0, 35.0]   2","(29.999, 40.0]  4    (40.0, 50.0]   2    (50.0, 60.0]   0",6
90,NECOCLÍ,12076.636363636364,5.654545454545455,0.19272727272727275,4.172727272727273,0.47818181818181826,8.847272727272728,7.134545454545454,0.22090909090909092,0.1727272727272728,17.454545454545453,9.454545454545455,206.36363636363637,91.18181818181819,3.6363636363636362,4.954545454545454,16.59090909090909,0.5,37.81818181818182,30.545454545454547,31.636363636363637,2.6363636363636362,"(4.499, 5.0]  0    (5.0, 5.5]   4    (5.5, 6.0]   6","(0.199, 0.3]  6    (0.3, 0.4]   0    (0.4, 0.5]   0","(4.999, 10.0]  5    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.199, 0.4]  1    (0.4, 0.6]   8    (0.6, 0.8]   1","(1.499, 3.0]  0    (3.0, 5.0]   2    (5.0, 6.0]   0","Series([], )","Series([], )","(0.399, 0.8]  0    (0.8, 1.2]   1    (1.2, 1.6]   0","(9.999, 15.0]  2    (15.0, 20.0]   5    (20.0, 25.0]   3","(6.999, 14.0]  4    (14.0, 21.0]   1    (21.0, 28.0]   1","(69.999, 140.0]  3    (140.0, 210.0]   3    (210.0, 280.0]   3","(19.999, 40.0]  0    (40.0, 60.0]   0    (60.0, 80.0]   4","(2.999, 6.0]  7    (6.0, 9.0]   1    (9.0, 12.0]   0","(2.999, 6.0]  9    (6.0, 9.0]   2    (9.0, 12.0]   0","(4.999, 10.0]  2    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.149, 0.3]  0    (0.3, 0.45]   5    (0.45, 0.6]   3","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","(19.999, 25.0]  2    (25.0, 30.0]   2    (30.0, 35.0]   4","(29.999, 40.0]  2    (40.0, 50.0]   2    (50.0, 60.0]   0",8
91,NEIRA,27722.869565217392,5.752173913043477,0.24869565217391304,5.817391304347825,0.27521739130434786,7.170869565217393,2.6034782608695646,0.10565217391304346,0.1956521739130435,15.695652173913043,15.173913043478262,295.82608695652175,55.08695652173913,5.230434782608695,4.756521739130434,8.48695652173913,0.2843478260869565,22.782608695652176,27.434782608695652,49.82608695652174,2.652173913043478,"(4.499, 5.0]   3    (5.0, 5.5]    5    (5.5, 6.0]   12","(0.199, 0.3]  10    (0.3, 0.4]    3    (0.4, 0.5]    1","(4.999, 10.0]  10    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.199, 0.4]  8    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   5    (5.0, 6.0]   4","(0.599, 1.2]  5    (1.2, 1.8]   1    (1.8, 2.4]   3","(0.019, 0.04]  4    (0.04, 0.06]   2    (0.06, 0.08]   3","(0.399, 0.8]  5    (0.8, 1.2]   0    (1.2, 1.6]   0","(9.999, 15.0]  11    (15.0, 20.0]   11    (20.0, 25.0]   1","(6.999, 14.0]  5    (14.0, 21.0]   4    (21.0, 28.0]   2","(69.999, 140.0]  3    (140.0, 210.0]   1    (210.0, 280.0]   4","(19.999, 40.0]  5    (40.0, 60.0]   4    (60.0, 80.0]   6","(2.999, 6.0]  13    (6.0, 9.0]    2    (9.0, 12.0]   2","(2.999, 6.0]  11    (6.0, 9.0]    4    (9.0, 12.0]   2","(4.999, 10.0]  6    (10.0, 15.0]   7    (15.0, 20.0]   1","(0.149, 0.3]  10    (0.3, 0.45]   2    (0.45, 0.6]   2","(6.999, 14.0]  3    (14.0, 21.0]   6    (21.0, 28.0]   8","(19.999, 25.0]   8    (25.0, 30.0]   11    (30.0, 35.0]    4","(29.999, 40.0]   1    (40.0, 50.0]   13    (50.0, 60.0]    8",11
92,NEIVA,48839.0,4.98888888888889,0.26222222222222225,6.01111111111111,0.3777777777777777,4.551111111111112,1.9677777777777778,0.04888888888888888,0.48888888888888893,13.777777777777779,28.88888888888889,372.55555555555554,43.111111111111114,4.2444444444444445,3.688888888888889,9.988888888888889,0.36999999999999994,23.22222222222222,23.0,53.666666666666664,2.7777777777777777,"(4.499, 5.0]  5    (5.0, 5.5]   2    (5.5, 6.0]   1","(0.199, 0.3]  3    (0.3, 0.4]   4    (0.4, 0.5]   0","(4.999, 10.0]  5    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.199, 0.4]  3    (0.4, 0.6]   4    (0.6, 0.8]   1","(1.499, 3.0]  1    (3.0, 5.0]   4    (5.0, 6.0]   2","(0.599, 1.2]  0    (1.2, 1.8]   1    (1.8, 2.4]   6","(0.019, 0.04]  5    (0.04, 0.06]   2    (0.06, 0.08]   1","(0.399, 0.8]  2    (0.8, 1.2]   3    (1.2, 1.6]   0","(9.999, 15.0]  4    (15.0, 20.0]   4    (20.0, 25.0]   0","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","Series([], )","(19.999, 40.0]  2    (40.0, 60.0]   1    (60.0, 80.0]   2","(2.999, 6.0]  4    (6.0, 9.0]   1    (9.0, 12.0]   1","(2.999, 6.0]  5    (6.0, 9.0]   1    (9.0, 12.0]   0","(4.999, 10.0]  4    (10.0, 15.0]   5    (15.0, 20.0]   0","(0.149, 0.3]  2    (0.3, 0.45]   3    (0.45, 0.6]   3","(6.999, 14.0]  1    (14.0, 21.0]   4    (21.0, 28.0]   2","(19.999, 25.0]  2    (25.0, 30.0]   4    (30.0, 35.0]   0","(29.999, 40.0]  1    (40.0, 50.0]   0    (50.0, 60.0]   7",23
93,NILO,13466.5,5.75,0.175,3.75,0.315,6.9750000000000005,4.055,0.075,0.1,15.0,12.0,290.0,73.0,4.25,3.25,1.75,0.23,36.0,23.0,40.0,2.5,"(4.499, 5.0]  0    (5.0, 5.5]   1    (5.5, 6.0]   0","(0.199, 0.3]  1    (0.3, 0.4]   0    (0.4, 0.5]   0","Series([], )","(0.199, 0.4]  0    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  0    (1.2, 1.8]   1    (1.8, 2.4]   0","(0.019, 0.04]  1    (0.04, 0.06]   0    (0.06, 0.08]   0","Series([], )","(9.999, 15.0]  0    (15.0, 20.0]   0    (20.0, 25.0]   1","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   0","(19.999, 40.0]  0    (40.0, 60.0]   0    (60.0, 80.0]   2","(2.999, 6.0]  2    (6.0, 9.0]   0    (9.0, 12.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","Series([], )","(0.149, 0.3]  2    (0.3, 0.45]   0    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","(19.999, 25.0]  1    (25.0, 30.0]   1    (30.0, 35.0]   0","(29.999, 40.0]  0    (40.0, 50.0]   0    (50.0, 60.0]   1",9
94,OBANDO,422.0,6.2,0.19,4.1,0.39,6.6,2.56,0.09,0.1,12.0,27.0,222.0,110.0,2.0,2.0,1.6,0.07,22.0,36.0,42.0,5.0,"Series([], )","Series([], )","Series([], )","(0.199, 0.4]  1    (0.4, 0.6]   0    (0.6, 0.8]   0","Series([], )","Series([], )","Series([], )","Series([], )","(9.999, 15.0]  1    (15.0, 20.0]   0    (20.0, 25.0]   0","(6.999, 14.0]  0    (14.0, 21.0]   0    (21.0, 28.0]   1","(69.999, 140.0]  0    (140.0, 210.0]   0    (210.0, 280.0]   1","Series([], )","Series([], )","Series([], )","Series([], )","Series([], )","(6.999, 14.0]  0    (14.0, 21.0]   0    (21.0, 28.0]   1","Series([], )","(29.999, 40.0]  0    (40.0, 50.0]   1    (50.0, 60.0]   0",2
95,PACOA,25796.633333333335,4.910000000000002,0.4553333333333334,11.983333333333338,0.22299999999999995,2.4659999999999997,0.9863333333333333,0.028666666666666684,0.8833333333333334,29.433333333333334,5.933333333333334,226.46666666666667,47.766666666666666,3.64,5.216666666666668,8.953333333333335,0.205,26.266666666666666,32.8,41.06666666666667,3.1333333333333333,"(4.499, 5.0]  14    (5.0, 5.5]    9    (5.5, 6.0]    2","(0.199, 0.3]  3    (0.3, 0.4]   6    (0.4, 0.5]   6","(4.999, 10.0]   7    (10.0, 15.0]   14    (15.0, 20.0]   4","(0.199, 0.4]  9    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  9    (3.0, 5.0]   2    (5.0, 6.0]   1","(0.599, 1.2]  9    (1.2, 1.8]   4    (1.8, 2.4]   1","(0.019, 0.04]  24    (0.04, 0.06]   4    (0.06, 0.08]   0","(0.399, 0.8]  17    (0.8, 1.2]    5    (1.2, 1.6]    1","(9.999, 15.0]  1    (15.0, 20.0]   5    (20.0, 25.0]   2","(6.999, 14.0]  6    (14.0, 21.0]   1    (21.0, 28.0]   0","(69.999, 140.0]   1    (140.0, 210.0]   13    (210.0, 280.0]   9","(19.999, 40.0]  8    (40.0, 60.0]   6    (60.0, 80.0]   6","(2.999, 6.0]  14    (6.0, 9.0]    3    (9.0, 12.0]   1","(2.999, 6.0]  16    (6.0, 9.0]   11    (9.0, 12.0]   0","(4.999, 10.0]  11    (10.0, 15.0]   4    (15.0, 20.0]   5","(0.149, 0.3]  10    (0.3, 0.45]   5    (0.45, 0.6]   1","(6.999, 14.0]   2    (14.0, 21.0]   10    (21.0, 28.0]   5","(19.999, 25.0]   1    (25.0, 30.0]   13    (30.0, 35.0]    7","(29.999, 40.0]  12    (40.0, 50.0]   14    (50.0, 60.0]    2",1
96,PALESTINA,27290.971631205673,5.103546099290781,0.31134751773049635,7.358156028368797,0.3139716312056737,2.431489361702127,0.7739716312056738,0.0363829787234042,0.6872340425531915,22.113475177304963,9.47517730496454,214.6950354609929,26.79432624113475,5.194326241134754,6.391489361702125,22.56524822695036,0.35078014184397166,23.624113475177303,26.418439716312058,49.723404255319146,3.482269503546099,"(4.499, 5.0]  59    (5.0, 5.5]   62    (5.5, 6.0]   16","(0.199, 0.3]  46    (0.3, 0.4]   70    (0.4, 0.5]   15","(4.999, 10.0]  105    (10.0, 15.0]   15    (15.0, 20.0]    0","(0.199, 0.4]  63    (0.4, 0.6]   20    (0.6, 0.8]   12","(1.499, 3.0]  44    (3.0, 5.0]   34    (5.0, 6.0]    6","(0.599, 1.2]  43    (1.2, 1.8]   19    (1.8, 2.4]    5","(0.019, 0.04]  85    (0.04, 0.06]   18    (0.06, 0.08]   11","(0.399, 0.8]  63    (0.8, 1.2]   21    (1.2, 1.6]   14","(9.999, 15.0]  11    (15.0, 20.0]   40    (20.0, 25.0]   52","(6.999, 14.0]  33    (14.0, 21.0]   11    (21.0, 28.0]   5","(69.999, 140.0]  28    (140.0, 210.0]   56    (210.0, 280.0]   23","(19.999, 40.0]  48    (40.0, 60.0]   12    (60.0, 80.0]    5","(2.999, 6.0]  56    (6.0, 9.0]   31    (9.0, 12.0]   10","(2.999, 6.0]  52    (6.0, 9.0]   26    (9.0, 12.0]   19","(4.999, 10.0]  19    (10.0, 15.0]   23    (15.0, 20.0]   17","(0.149, 0.3]  49    (0.3, 0.45]   41    (0.45, 0.6]   13","(6.999, 14.0]  10    (14.0, 21.0]   50    (21.0, 28.0]   50","(19.999, 25.0]  56    (25.0, 30.0]   65    (30.0, 35.0]   16","(29.999, 40.0]   7    (40.0, 50.0]   58    (50.0, 60.0]   73",30
97,PALMAR DE VARELA,25416.25,5.449999999999999,0.1,1.8499999999999999,0.35,8.817499999999999,2.9050000000000002,0.20750000000000002,0.125,13.5,47.0,157.5,70.75,4.925,2.625,10.2,0.635,22.5,18.75,59.0,3.5,"(4.499, 5.0]  0    (5.0, 5.5]   3    (5.5, 6.0]   1","Series([], )","Series([], )","(0.199, 0.4]  2    (0.4, 0.6]   2    (0.6, 0.8]   0","(1.499, 3.0]  0    (3.0, 5.0]   0    (5.0, 6.0]   1","(0.599, 1.2]  0    (1.2, 1.8]   1    (1.8, 2.4]   0","(0.019, 0.04]  1    (0.04, 0.06]   0    (0.06, 0.08]   0","Series([], )","(9.999, 15.0]  1    (15.0, 20.0]   2    (20.0, 25.0]   0","(6.999, 14.0]  0    (14.0, 21.0]   0    (21.0, 28.0]   1","(69.999, 140.0]  1    (140.0, 210.0]   2    (210.0, 280.0]   1","(19.999, 40.0]  0    (40.0, 60.0]   1    (60.0, 80.0]   2","(2.999, 6.0]  3    (6.0, 9.0]   1    (9.0, 12.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  3    (10.0, 15.0]   0    (15.0, 20.0]   1","(0.149, 0.3]  0    (0.3, 0.45]   1    (0.45, 0.6]   0","(6.999, 14.0]  1    (14.0, 21.0]   1    (21.0, 28.0]   1","(19.999, 25.0]  2    (25.0, 30.0]   0    (30.0, 35.0]   0","(29.999, 40.0]  0    (40.0, 50.0]   1    (50.0, 60.0]   2",141
98,PALOCABILDO,8878.0,5.8,0.46,11.6,0.29,3.45,0.8300000000000001,0.03,0.3,27.0,5.0,114.0,17.0,2.2,1.1,6.5,0.32,20.0,29.0,51.0,5.0,"(4.499, 5.0]  0    (5.0, 5.5]   0    (5.5, 6.0]   1","(0.199, 0.3]  0    (0.3, 0.4]   0    (0.4, 0.5]   1","(4.999, 10.0]  0    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.199, 0.4]  1    (0.4, 0.6]   0    (0.6, 0.8]   0","(1.499, 3.0]  0    (3.0, 5.0]   1    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  1    (0.04, 0.06]   0    (0.06, 0.08]   0","Series([], )","Series([], )","Series([], )","(69.999, 140.0]  1    (140.0, 210.0]   0    (210.0, 280.0]   0","Series([], )","Series([], )","Series([], )","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.149, 0.3]  0    (0.3, 0.45]   1    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","(19.999, 25.0]  0    (25.0, 30.0]   1    (30.0, 35.0]   0","(29.999, 40.0]  0    (40.0, 50.0]   0    (50.0, 60.0]   1",4
99,PENSILVANIA,47922.0,4.709523809523809,0.46238095238095245,12.085714285714285,0.1838095238095238,0.5380952380952382,0.19238095238095237,0.03476190476190478,1.0952380952380951,28.523809523809526,18.761904761904763,137.04761904761904,15.571428571428571,4.733333333333334,3.6523809523809527,14.195238095238091,0.3709523809523809,12.523809523809524,33.142857142857146,54.285714285714285,3.0,"(4.499, 5.0]  13    (5.0, 5.5]    3    (5.5, 6.0]    0","(0.199, 0.3]  2    (0.3, 0.4]   4    (0.4, 0.5]   8","(4.999, 10.0]   6    (10.0, 15.0]   12    (15.0, 20.0]   3","(0.199, 0.4]  6    (0.4, 0.6]   2    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   0    (5.0, 6.0]   0","Series([], )","(0.019, 0.04]  18    (0.04, 0.06]   1    (0.06, 0.08]   0","(0.399, 0.8]  6    (0.8, 1.2]   9    (1.2, 1.6]   1","(9.999, 15.0]  0    (15.0, 20.0]   2    (20.0, 25.0]   7","(6.999, 14.0]  8    (14.0, 21.0]   3    (21.0, 28.0]   1","(69.999, 140.0]  12    (140.0, 210.0]   3    (210.0, 280.0]   2","(19.999, 40.0]  2    (40.0, 60.0]   0    (60.0, 80.0]   1","(2.999, 6.0]  12    (6.0, 9.0]    4    (9.0, 12.0]   0","(2.999, 6.0]  6    (6.0, 9.0]   3    (9.0, 12.0]   0","(4.999, 10.0]  10    (10.0, 15.0]   5    (15.0, 20.0]   2","(0.149, 0.3]   4    (0.3, 0.45]   13    (0.45, 0.6]   4","(6.999, 14.0]  12    (14.0, 21.0]   7    (21.0, 28.0]   0","(19.999, 25.0]   1    (25.0, 30.0]    3    (30.0, 35.0]   12","(29.999, 40.0]   0    (40.0, 50.0]    3    (50.0, 60.0]   15",1
100,PEREIRA,19154.805714285714,5.223428571428572,0.3703999999999998,9.204000000000006,0.3494857142857143,3.176914285714285,1.0894285714285714,0.04782857142857138,0.601714285714286,23.32,8.628571428571428,236.6,35.33714285714286,7.754285714285715,5.510285714285714,14.209142857142865,0.30862857142857136,25.222857142857144,30.02857142857143,44.55428571428571,3.3085714285714287,"(4.499, 5.0]  53    (5.0, 5.5]   81    (5.5, 6.0]   38","(0.199, 0.3]  36    (0.3, 0.4]   43    (0.4, 0.5]   57","(4.999, 10.0]  69    (10.0, 15.0]   72    (15.0, 20.0]   6","(0.199, 0.4]  72    (0.4, 0.6]   33    (0.6, 0.8]   13","(1.499, 3.0]  42    (3.0, 5.0]   55    (5.0, 6.0]   17","(0.599, 1.2]  46    (1.2, 1.8]   23    (1.8, 2.4]   10","(0.019, 0.04]  98    (0.04, 0.06]   33    (0.06, 0.08]   11","(0.399, 0.8]  71    (0.8, 1.2]   24    (1.2, 1.6]    7","(9.999, 15.0]  14    (15.0, 20.0]   45    (20.0, 25.0]   39","(6.999, 14.0]  48    (14.0, 21.0]   15    (21.0, 28.0]   4","(69.999, 140.0]  35    (140.0, 210.0]   51    (210.0, 280.0]   28","(19.999, 40.0]  47    (40.0, 60.0]   22    (60.0, 80.0]   10","(2.999, 6.0]  46    (6.0, 9.0]   63    (9.0, 12.0]   35","(2.999, 6.0]  71    (6.0, 9.0]   35    (9.0, 12.0]   14","(4.999, 10.0]  50    (10.0, 15.0]   29    (15.0, 20.0]   18","(0.149, 0.3]  71    (0.3, 0.45]   46    (0.45, 0.6]   16","(6.999, 14.0]  17    (14.0, 21.0]   42    (21.0, 28.0]   59","(19.999, 25.0]  36    (25.0, 30.0]   69    (30.0, 35.0]   43","(29.999, 40.0]   31    (40.0, 50.0]   118    (50.0, 60.0]    21",21
